Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
211,Ramanathapuram,PANDI.T,M,34,GEN,IND,256,0,256,284405,193002
211,Ramanathapuram,KANNAN.A,M,53,GEN,IND,224,0,224,284405,193002
212,Mudhukulathur,S.PANDI,M,69,GEN,INC,93942,1004,94946,297394,203276
212,Mudhukulathur,M.KEERTHIKA,F,39,GEN,ADMK,80941,657,81598,297394,203276
212,Mudhukulathur,P. RAJKUMAR,M,60,SC,MDMK,8743,57,8800,297394,203276
212,Mudhukulathur,B.T.ARASAKUMAR,M,47,GEN,BJP,5383,25,5408,297394,203276
212,Mudhukulathur,S. MOHAMED ISHAK,M,33,GEN,SDPI,2101,2,2103,297394,203276
212,Mudhukulathur,S.F.MOHAMED GADDAFFE,M,35,GEN,NTK,1956,37,1993,297394,203276
212,Mudhukulathur,P.BALAKRISHNAN,M,52,GEN,AIFB,1635,21,1656,297394,203276
212,Mudhukulathur,R. IRULANDI,M,52,SC,PMK,1129,4,1133,297394,203276
212,Mudhukulathur,P.PANDIYAN,M,33,GEN,IND,1127,1,1128,297394,203276
212,Mudhukulathur,S.PANCHATCHARAM,M,39,GEN,BSP,1096,4,1100,297394,203276
212,Mudhukulathur,None of the Above,,,,NOTA,1053,6,1059,297394,203276
212,Mudhukulathur,S.MANIVASAGAM,M,39,SC,IND,727,0,727,297394,203276
212,Mudhukulathur,M.MALAIRAJ,M,41,GEN,IND,649,0,649,297394,203276
212,Mudhukulathur,K.PANDI,M,59,GEN,IND,413,0,413,297394,203276
212,Mudhukulathur,M.P.CHANDRAN,M,59,GEN,IND,320,0,320,297394,203276
212,Mudhukulathur,R.JESUDOSS,M,32,GEN,TMMK,243,0,243,297394,203276
213,Vilathikulam,UMA MAHESWARI K,F,39,GEN,ADMK,71250,246,71496,205689,152795
213,Vilathikulam,BEEMARAJ S,M,41,GEN,DMK,52265,513,52778,205689,152795
213,Vilathikulam,KATHIRVEL P,M,69,GEN,TMC(M),14939,91,15030,205689,152795
213,Vilathikulam,RAMA MOORTHY P,M,61,GEN,BJP,6416,25,6441,205689,152795
213,Vilathikulam,MARUDHANAYAGAM G N,M,32,GEN,NTK,1756,10,1766,205689,152795
213,Vilathikulam,None of the Above,,,,NOTA,1577,4,1581,205689,152795
213,Vilathikulam,SUBBULAKSHMI I,F,58,SC,BSP,849,1,850,205689,152795
213,Vilathikulam,MURUGAN A,M,34,GEN,SHS,704,0,704,205689,152795
213,Vilathikulam,MUNIYASAMY S,M,46,SC,PMK,558,2,560,205689,152795
213,Vilathikulam,MAHENDRAN S,M,29,GEN,IND,389,0,389,205689,152795
213,Vilathikulam,SHANMUGARAJ C,M,27,SC,IND,246,0,246,205689,152795
213,Vilathikulam,RATHINASAMY A,M,33,SC,RPI(A),244,1,245,205689,152795
213,Vilathikulam,MAHARAJA R,M,30,SC,IND,238,0,238,205689,152795
213,Vilathikulam,PATTURAJ A,M,33,SC,IND,237,0,237,205689,152795
213,Vilathikulam,PON ERULAMUDAIYAN K,M,37,SC,IND,234,0,234,205689,152795
214,Thoothukkudi,GEETHA JEEVAN P,F,45,GEN,DMK,86583,1462,88045,273187,189488
214,Thoothukkudi,CHELLAPANDIAN.S.T.,M,59,GEN,ADMK,66825,312,67137,273187,189488
214,Thoothukkudi,FATIMA,F,64,GEN,MDMK,17673,125,17798,273187,189488
214,Thoothukkudi,KANAGARAJ.M.R.,M,56,GEN,BJP,6207,43,6250,273187,189488
214,Thoothukkudi,MARIA JUDY HEMA.P.,F,38,GEN,NTK,3703,30,3733,273187,189488
214,Thoothukkudi,None of the Above,,,,NOTA,3153,24,3177,273187,189488
214,Thoothukkudi,CHINNADURAI.M.,M,42,GEN,PMK,1061,8,1069,273187,189488
214,Thoothukkudi,ESAKKI RAJA.K.,M,29,GEN,AIFB,801,5,806,273187,189488
214,Thoothukkudi,SIVALINGA RAJA.V.,M,30,GEN,BSP,437,2,439,273187,189488
214,Thoothukkudi,ANTONY MYKEL HEMILDON,M,28,GEN,TSC,369,1,370,273187,189488
214,Thoothukkudi,ANUSUYA.M.,F,45,GEN,IND,190,0,190,273187,189488
214,Thoothukkudi,LAKSHMI NARAYANAN.L.K.,M,32,GEN,SHS,179,1,180,273187,189488
214,Thoothukkudi,MOORTHY.C.,M,31,SC,IND,173,0,173,273187,189488
214,Thoothukkudi,ALWARSAMY KARTHIKEYAN.L.,M,39,GEN,IND,121,0,121,273187,189488
215,Tiruchendur,ANITHA R RADHAKRISHNAN,M,65,GEN,DMK,87047,1310,88357,227058,166808
215,Tiruchendur,SARATHKUMAR.R,M,61,GEN,ADMK,62146,210,62356,227058,166808
215,Tiruchendur,SENTHILKUMAR.S.A,M,40,GEN,DMDK,6293,37,6330,227058,166808
215,Tiruchendur,JEYARAMAN.V,M,37,GEN,BJP,4263,26,4289,227058,166808
215,Tiruchendur,GLORIYAN.S,M,38,GEN,NTK,2027,14,2041,227058,166808
215,Tiruchendur,None of the Above,,,,NOTA,1811,3,1814,227058,166808
215,Tiruchendur,KUMARA GURUPARA ADITHAN D.,M,48,GEN,PMK,575,3,578,227058,166808
215,Tiruchendur,GANAPATHY PERUMAL.G,M,40,SC,BSP,420,0,420,227058,166808
215,Tiruchendur,LOWHIRAJAN.M,M,48,GEN,IND,216,0,216,227058,166808
215,Tiruchendur,VALAMPURI.P,M,33,GEN,IND,141,0,141,227058,166808
215,Tiruchendur,SENTHAMILAN.E,M,27,SC,IND,90,0,90,227058,166808
215,Tiruchendur,ANANTHRAJ.R,M,29,GEN,IND,70,0,70,227058,166808
215,Tiruchendur,SURESH.N,M,30,GEN,IND,63,0,63,227058,166808
215,Tiruchendur,SUKUMAR.S,M,45,GEN,IND,43,0,43,227058,166808
216,Srivaikuntam,SHANMUGANATHAN S.P,M,61,GEN,ADMK,64972,226,65198,207471,155366
216,Srivaikuntam,RANI VENKATESAN V,F,60,GEN,INC,60853,814,61667,207471,155366
216,Srivaikuntam,SELVARAJ S,M,55,GEN,BJP,9544,38,9582,207471,155366
216,Srivaikuntam,VIJAYASEELAN SDR,M,44,GEN,TMC(M),6173,30,6203,207471,155366
216,Srivaikuntam,MUTHURAMALINGAM S,M,41,GEN,AIFB,3749,15,3764,207471,155366
216,Srivaikuntam,SUBBIAH PANDIAN P,M,39,GEN,NTK,2099,14,2113,207471,155366
216,Srivaikuntam,None of the Above,,,,NOTA,1442,15,1457,207471,155366
216,Srivaikuntam,CHITHIRAIPANDI U,M,29,SC,IND,809,1,810,207471,155366
216,Srivaikuntam,LINGARAJ G,M,37,GEN,PMK,802,4,806,207471,155366
216,Srivaikuntam,ESAKKI E,M,42,GEN,SHS,761,1,762,207471,155366
216,Srivaikuntam,SAMUEL A S,M,61,GEN,IND,563,0,563,207471,155366
216,Srivaikuntam,DEVA PRIYAN C,M,36,SC,TMMK,459,4,463,207471,155366
216,Srivaikuntam,LOURDES S,M,41,GEN,IND,386,0,386,207471,155366
216,Srivaikuntam,VIJAYA C,F,53,GEN,IND,278,0,278,207471,155366
216,Srivaikuntam,MASANAM P,M,39,GEN,IND,260,0,260,207471,155366
216,Srivaikuntam,CHINNADURAI K,M,55,SC,LJP,194,1,195,207471,155366
216,Srivaikuntam,ILAYARAJA A,M,37,GEN,IND,167,0,167,207471,155366
216,Srivaikuntam,VASANTHA KUMAR R,M,31,SC,YSP,166,0,166,207471,155366
216,Srivaikuntam,SARAVANAN G,M,40,SC,IND,147,0,147,207471,155366
216,Srivaikuntam,ARJUNA  THEVAR,M,61,GEN,IND,141,1,142,207471,155366
216,Srivaikuntam,RENGANATHAN N,M,63,GEN,GMI,119,2,121,207471,155366
216,Srivaikuntam,VENUGOPAL K,M,49,GEN,IND,114,2,116,207471,155366
217,Ottapidaram,SUNDARARAJ.R,M,49,SC,ADMK,64654,417,65071,220737,160395
217,Ottapidaram,DR.KRISHNASAMY.K,M,63,SC,PT,63953,625,64578,220737,160395
217,Ottapidaram,ARUMUGANAINAR.S,M,58,SC,DMDK,14040,87,14127,220737,160395
217,Ottapidaram,SANTHANAKUMAR.A,M,48,SC,BJP,5894,37,5931,220737,160395
217,Ottapidaram,MUTHUKRISHNAN.T,M,46,SC,NTK,3768,24,3792,220737,160395
217,Ottapidaram,None of the Above,,,,NOTA,2595,17,2612,220737,160395
217,Ottapidaram,MURUGAPERUMAL.R,M,42,SC,PMK,1062,4,1066,220737,160395
217,Ottapidaram,POOVANI MURUGAN,M,51,SC,IND,971,0,971,220737,160395
217,Ottapidaram,JEYARAMAN,M,29,SC,IND,622,0,622,220737,160395
217,Ottapidaram,MURUGAN.G,M,49,SC,IND,496,0,496,220737,160395
217,Ottapidaram,BALAKRISHNAN.A,M,35,SC,IND,407,0,407,220737,160395
217,Ottapidaram,PAULRAJ.M,M,46,SC,IND,403,1,404,220737,160395
217,Ottapidaram,PERUMAL.V,M,41,SC,IND,318,0,318,220737,160395
218,Kovilpatti,C. KADAMBUR RAJU,M,56,GEN,ADMK,64217,297,64514,248279,165607
218,Kovilpatti,A.SUBRAMANIAN,M,50,GEN,DMK,63221,865,64086,248279,165607
218,Kovilpatti,VINAYAKA RAMESH,M,52,GEN,MDMK,28137,375,28512,248279,165607
218,Kovilpatti,None of the Above,,,,NOTA,2338,12,2350,248279,165607
218,Kovilpatti,T. MUTHU MARI,F,26,GEN,NTK,2054,16,2070,248279,165607
218,Kovilpatti,G. RAMACHANDIRAN,M,44,GEN,PMK,1069,6,1075,248279,165607
218,Kovilpatti,M. RAVIKUMAR,M,36,SC,TMMK,820,6,826,248279,165607
218,Kovilpatti,T.S.K. MUTHURAJ,M,42,SC,BSP,705,4,709,248279,165607
218,Kovilpatti,S.A. SUBBURAJ,M,46,GEN,IND,387,1,388,248279,165607
218,Kovilpatti,A. VEILUMUTHUPANDIAN,M,39,GEN,IND,383,0,383,248279,165607
218,Kovilpatti,R. MURUGESAN,M,52,GEN,AIFB,254,1,255,248279,165607
218,Kovilpatti,S. SEETHARAMAN,M,66,GEN,IND,228,0,228,248279,165607
218,Kovilpatti,V.G. RADHAKRISHNAN,M,44,GEN,ABHM,209,2,211,248279,165607
219,Sankarankovil,RAJALAKSHMI M,F,30,SC,ADMK,78334,417,78751,233672,177510
219,Sankarankovil,ANBUMANI G,F,44,SC,DMK,63362,900,64262,233672,177510
219,Sankarankovil,SADHAN THIRUMALAIKUMAR T DR,M,64,SC,MDMK,20591,216,20807,233672,177510
219,Sankarankovil,GUNASEKARAN K,M,42,SC,BJP,4214,28,4242,233672,177510
219,Sankarankovil,AMUTHA,F,25,SC,NTK,2461,15,2476,233672,177510
219,Sankarankovil,None of the Above,,,,NOTA,2258,0,2258,233672,177510
219,Sankarankovil,MURUGAN K,M,49,SC,AIFB,1026,16,1042,233672,177510
219,Sankarankovil,RAJAN A,M,28,SC,IND,782,0,782,233672,177510
219,Sankarankovil,SURESHKUMAR S,M,42,SC,PMK,641,4,645,233672,177510
219,Sankarankovil,SUBASHINI S,F,34,SC,TMMK,574,5,579,233672,177510
219,Sankarankovil,MARIAPPAN S,M,47,SC,IND,457,0,457,233672,177510
219,Sankarankovil,SUBBULAKSHMI P,F,46,SC,SHS,340,1,341,233672,177510
219,Sankarankovil,NAGARAJAN M,M,34,SC,IND,304,0,304,233672,177510
219,Sankarankovil,VELLADURAI P,M,37,SC,IND,276,8,284,233672,177510
219,Sankarankovil,VENNI UDAIYAR S,M,39,SC,JKNPP,160,0,160,233672,177510
219,Sankarankovil,MUTHU M,M,49,SC,TAVK,120,0,120,233672,177510
220,Vasudevanallur,MANOHARAN A,M,37,SC,ADMK,73576,328,73904,221225,164007
220,Vasudevanallur,ANBALAGAN S,M,59,SC,PT,54411,735,55146,221225,164007
220,Vasudevanallur,SAMUTHIRAKANI R,M,37,SC,CPI,13647,88,13735,221225,164007
220,Vasudevanallur,RAJKUMAR N,M,41,SC,BJP,7068,53,7121,221225,164007
220,Vasudevanallur,PALANISAMY G,M,29,SC,NTK,3968,40,4008,221225,164007
220,Vasudevanallur,ARUNACHALAM M,M,48,SC,IND,3858,7,3865,221225,164007
220,Vasudevanallur,None of the Above,,,,NOTA,2750,13,2763,221225,164007
220,Vasudevanallur,SAMY M,M,31,SC,IND,1343,0,1343,221225,164007
220,Vasudevanallur,KASIPANDIYAN K,M,51,SC,PMK,1193,5,1198,221225,164007
220,Vasudevanallur,NIRMAL KUMAR M,M,63,SC,BSP,519,3,522,221225,164007
220,Vasudevanallur,MANOKARAN M,M,42,SC,IND,400,2,402,221225,164007
221,Kadayanallur,MUHAMMED ABUBACKER.K.A.M,M,44,GEN,IUML,69993,770,70763,264848,188737
221,Kadayanallur,SHEIK DAWOOD. S,M,60,GEN,ADMK,69368,201,69569,264848,188737
221,Kadayanallur,GOTHAI MARIAPPAN,M,65,GEN,DMDK,15794,64,15858,264848,188737
221,Kadayanallur,KATHIRVELU. V,M,57,GEN,BJP,14217,69,14286,264848,188737
221,Kadayanallur,JABAR ALI USMANI.J,M,36,GEN,SDPI,5982,11,5993,264848,188737
221,Kadayanallur,RAJA MARAVAN.S,M,33,GEN,AIFB,3563,18,3581,264848,188737
221,Kadayanallur,None of the Above,,,,NOTA,1965,4,1969,264848,188737
221,Kadayanallur,MUTHURAMALINGAM .S,M,45,GEN,NTK,1670,11,1681,264848,188737
221,Kadayanallur,THIRUMALAIKUMARASAMY. M,M,61,GEN,PMK,1344,6,1350,264848,188737
221,Kadayanallur,SANTHANA MARIAPPAN. V,M,28,SC,TMMK,844,0,844,264848,188737
221,Kadayanallur,MOHAMED ABDUL RAHMAN.P,M,26,GEN,IND,812,0,812,264848,188737
221,Kadayanallur,POOBATHY RAJAPANDIYAN.R,M,29,SC,IND,729,1,730,264848,188737
221,Kadayanallur,S.ZAHIR ABBAS,M,36,GEN,IND,481,0,481,264848,188737
221,Kadayanallur,ABDULLA.K.M,M,37,GEN,IND,420,0,420,264848,188737
221,Kadayanallur,KARUPPASAMY.P,M,40,GEN,IND,210,0,210,264848,188737
221,Kadayanallur,GAFOOR. M,M,65,GEN,IND,190,0,190,264848,188737
222,Tenkasi,SELVAMOHANDAS PANDIAN S,M,46,GEN,ADMK,86073,266,86339,263584,202775
222,Tenkasi,PALANI NADAR S,M,64,GEN,INC,84802,1075,85877,263584,202775
222,Tenkasi,SELVI B,F,27,GEN,BJP,11660,56,11716,263584,202775
222,Tenkasi,CHARLES N.D.S,M,55,GEN,TMC(M),7279,45,7324,263584,202775
222,Tenkasi,None of the Above,,,,NOTA,3379,12,3391,263584,202775
222,Tenkasi,MUTHUKUMAR C,M,25,GEN,NTK,2881,17,2898,263584,202775
222,Tenkasi,MADASAMY A,M,29,GEN,IND,1621,0,1621,263584,202775
222,Tenkasi,SEETHARAMAN P,M,34,GEN,PMK,1214,8,1222,263584,202775
222,Tenkasi,PERIYA DURAI P,M,45,GEN,AIFB,884,1,885,263584,202775
222,Tenkasi,UTHAMI K,M,39,GEN,IND,561,1,562,263584,202775
222,Tenkasi,CHELLADURAI T,M,42,SC,TMMK,487,2,489,263584,202775
222,Tenkasi,REEGANKUMAR M,M,30,SC,IND,451,0,451,263584,202775
223,Alangulam,DR. POONGOTHAI ALADI ARUNA,F,51,GEN,DMK,88075,816,88891,244588,193326
223,Alangulam,HEPZI KARTHIKEYAN,F,45,GEN,ADMK,83989,148,84137,244588,193326
223,Alangulam,RAJENDRANATH,M,51,GEN,DMDK,7757,27,7784,244588,193326
223,Alangulam,S.V.ANBURAJ,M,52,GEN,BJP,4636,24,4660,244588,193326
223,Alangulam,R .VASANTHI RAMALINGAM,F,37,GEN,NTK,2480,15,2495,244588,193326
223,Alangulam,None of the Above,,,,NOTA,2082,7,2089,244588,193326
223,Alangulam,M.RAMAR,M,51,GEN,IND,910,1,911,244588,193326
223,Alangulam,P.GUNASEKARAN,M,45,GEN,PMK,673,1,674,244588,193326
223,Alangulam,M.MURUGAN YADAV,M,44,GEN,IND,630,0,630,244588,193326
223,Alangulam,VAITHILINGAM,M,38,GEN,IND,460,1,461,244588,193326
223,Alangulam,S.PARTHIBARAJAN,M,39,GEN,AIFB,311,0,311,244588,193326
223,Alangulam,SHANMUGATHAI,F,27,GEN,IND,157,0,157,244588,193326
223,Alangulam,MURUGAN.V,M,34,GEN,IND,126,0,126,244588,193326
224,Tirunelveli,LAKSHMANAN A.L.S.,M,50,GEN,DMK,81119,642,81761,268968,189576
224,Tirunelveli,NAINAR NAGENTHRAN,M,56,GEN,ADMK,80860,300,81160,268968,189576
224,Tirunelveli,MADASAMY S.,M,61,GEN,DMDK,8606,34,8640,268968,189576
224,Tirunelveli,MAHARAJAN A.,M,45,SC,BJP,5984,33,6017,268968,189576
224,Tirunelveli,None of the Above,,,,NOTA,2209,9,2218,268968,189576
224,Tirunelveli,VIYANARASU A.,M,54,SC,NTK,2097,9,2106,268968,189576
224,Tirunelveli,VELAMMAL G.,F,44,GEN,IND,2024,5,2029,268968,189576
224,Tirunelveli,GANESAN KANNAN,M,44,GEN,PMK,1879,5,1884,268968,189576
224,Tirunelveli,RAJKUMAR P.,M,35,SC,IND,1373,4,1377,268968,189576
224,Tirunelveli,BALASUBRAMANIAN E.,M,40,SC,BSP,506,1,507,268968,189576
224,Tirunelveli,MALLAR MAHARAJAN,M,26,SC,IND,401,0,401,268968,189576
224,Tirunelveli,SHANMUGA SUNDARAM M.,M,36,GEN,IND,289,0,289,268968,189576
224,Tirunelveli,SUDAROLI S.MURUGAN YADAV B.COM.,M,40,GEN,IND,244,1,245,268968,189576
224,Tirunelveli,UDAIYAR S.,M,48,GEN,IND,216,1,217,268968,189576
224,Tirunelveli,MURUGAN G.,M,31,GEN,IND,216,0,216,268968,189576
224,Tirunelveli,NELLAI IMMAM,M,51,GEN,SP,190,0,190,268968,189576
224,Tirunelveli,MANIKANDAN C.,M,53,SC,TMMK,180,2,182,268968,189576
224,Tirunelveli,KAMALA KANNAN P.,M,47,GEN,IND,137,0,137,268968,189576
225,Ambasamudram,R. MURUGAIAH PANDIAN,M,70,GEN,ADMK,78326,229,78555,235065,171528
225,Ambasamudram,AVUDAIAPPAN. R,M,72,GEN,DMK,64782,607,65389,235065,171528
225,Ambasamudram,P. KARPAGAVALLI,F,41,GEN,CPM,13617,73,13690,235065,171528
225,Ambasamudram,V. SASIKALA,F,38,GEN,BJP,4676,35,4711,235065,171528
225,Ambasamudram,None of the Above,,,,NOTA,2031,10,2041,235065,171528
225,Ambasamudram,S. THENNARASU,M,49,GEN,NTK,1764,14,1778,235065,171528
225,Ambasamudram,R. ANBALAGAN,M,40,GEN,PMK,1306,4,1310,235065,171528
225,Ambasamudram,S. P. RAJAVELU,M,44,GEN,IND,645,0,645,235065,171528
225,Ambasamudram,N.RAVICHANDRAN,M,55,GEN,IND,635,0,635,235065,171528
225,Ambasamudram,SURESH PANDIAN. S,M,27,GEN,IND,555,0,555,235065,171528
225,Ambasamudram,S. ESWARI,F,50,SC,BSP,415,1,416,235065,171528
225,Ambasamudram,A.VELMURUGAN,M,31,GEN,AIFB,388,2,390,235065,171528
225,Ambasamudram,E. GANESAN,M,64,SC,TMMK,280,1,281,235065,171528
225,Ambasamudram,D. JEBARATHINAM,M,70,GEN,IND,223,0,223,235065,171528
225,Ambasamudram,N. BALASUBRAMANIAN,M,45,GEN,IND,197,0,197,235065,171528
225,Ambasamudram,MARIMUTHUMAHESH,M,32,GEN,IND,196,0,196,235065,171528
225,Ambasamudram,M. MANOHAR,M,39,GEN,IND,141,0,141,235065,171528
225,Ambasamudram,ASHA SUNDAR,M,61,SC,IND,136,0,136,235065,171528
225,Ambasamudram,R. CHARLES,M,64,GEN,IND,122,0,122,235065,171528
225,Ambasamudram,A. VENKATESH,M,34,GEN,IND,117,0,117,235065,171528
226,Palayamkottai,MOHIDEEN KHANT.P.M,M,69,GEN,DMK,66273,1190,67463,253520,154648
226,Palayamkottai,HYDER ALI S.K.A,M,57,GEN,ADMK,51359,232,51591,253520,154648
226,Palayamkottai,NIZAM MOHIDEEN K.M.A,M,57,GEN,MDMK,12466,127,12593,253520,154648
226,Palayamkottai,NIRMAL SINGH YADAV .M,M,26,GEN,BJP,7005,58,7063,253520,154648
226,Palayamkottai,SHAHUL HAMEED K.S,M,38,GEN,SDPI,7002,6,7008,253520,154648
226,Palayamkottai,None of the Above,,,,NOTA,2933,14,2947,253520,154648
226,Palayamkottai,ARUMUGA NAINAR .S,M,34,GEN,NTK,2573,19,2592,253520,154648
226,Palayamkottai,NISHTHAR ALI .S,M,34,GEN,PMK,1309,6,1315,253520,154648
226,Palayamkottai,KANNAN .P,M,37,SC,TMMK,514,3,517,253520,154648
226,Palayamkottai,ANSAR .M,M,48,GEN,IND,479,0,479,253520,154648
226,Palayamkottai,SUBRAMANIAN .S,M,50,GEN,IND,333,1,334,253520,154648
226,Palayamkottai,PHINEHAS RATHINAM .P,M,26,GEN,IND,302,0,302,253520,154648
226,Palayamkottai,DAVID JEBA RAJ .V,M,44,GEN,IND,185,4,189,253520,154648
226,Palayamkottai,MURUGAIAH .M,M,42,GEN,IND,169,0,169,253520,154648
226,Palayamkottai,AHAMED,M,30,GEN,IND,86,0,86,253520,154648
227,Nanguneri,VASANTHAKUMAR. H,M,66,GEN,INC,74331,601,74932,241732,172470
227,Nanguneri,VIJAYAKUMAR. M,M,46,GEN,ADMK,57489,128,57617,241732,172470
227,Nanguneri,SURESH ALIAS KASINIVENDAN . S,M,39,GEN,AIFB,14167,36,14203,241732,172470
227,Nanguneri,JEYABALAN. K,M,55,GEN,DMDK,9417,29,9446,241732,172470
227,Nanguneri,MANIKANDAN.V,M,32,GEN,BJP,6584,25,6609,241732,172470
227,Nanguneri,KARVANNAN. E,M,45,GEN,NTK,2309,16,2325,241732,172470
227,Nanguneri,ESSAKKIMUTHU.V,M,25,GEN,IND,1901,2,1903,241732,172470
227,Nanguneri,None of the Above,,,,NOTA,1397,2,1399,241732,172470
227,Nanguneri,THIRUPPATHI . S,M,37,GEN,PMK,658,2,660,241732,172470
227,Nanguneri,JEGADEESAN. P,M,51,GEN,IND,559,0,559,241732,172470
227,Nanguneri,THANGESWARAN.P,M,27,GEN,BSP,532,1,533,241732,172470
227,Nanguneri,SUDALAIKANNU. A,M,58,GEN,IND,523,0,523,241732,172470
227,Nanguneri,LINGADURAI. T,M,32,GEN,VTIP,433,1,434,241732,172470
227,Nanguneri,ASHOK. M,M,34,SC,EDP,404,0,404,241732,172470
227,Nanguneri,MURUGAN. S,M,38,GEN,IND,391,0,391,241732,172470
227,Nanguneri,KANNAN. S,M,37,GEN,TMMK,315,0,315,241732,172470
227,Nanguneri,UKENDRAN.K,M,51,GEN,IND,217,0,217,241732,172470
228,Radhapuram,I. S. INBADURAI,M,50,GEN,ADMK,69390,200,69590,240072,171337
228,Radhapuram,M. APPAVU,M,64,GEN,DMK,68678,863,69541,240072,171337
228,Radhapuram,S. KANI AMUDHA,F,39,GEN,BJP,11071,60,11131,240072,171337
228,Radhapuram,S. SIVANANAINTHA PERUMAL,M,47,GEN,DMDK,8328,34,8362,240072,171337
228,Radhapuram,S. P. UDAYAKUMAR,M,56,GEN,IND,4859,32,4891,240072,171337
228,Radhapuram,S. LOBIN,F,44,GEN,NTK,3111,14,3125,240072,171337
228,Radhapuram,None of the Above,,,,NOTA,1818,3,1821,240072,171337
228,Radhapuram,V. RAJIV,M,32,GEN,IND,835,0,835,240072,171337
228,Radhapuram,S. GURUNATHAN,M,65,GEN,PMK,500,1,501,240072,171337
228,Radhapuram,N. KANNAN,M,26,SC,BSP,473,1,474,240072,171337
228,Radhapuram,S. SUBASH,M,35,GEN,SHS,287,0,287,240072,171337
228,Radhapuram,R. P. S. KARTHEESAN,M,58,GEN,IND,203,0,203,240072,171337
228,Radhapuram,V. MARY GRACY,F,46,GEN,IND,200,0,200,240072,171337
228,Radhapuram,MUTHU SELVI,F,27,SC,IND,150,0,150,240072,171337
228,Radhapuram,S. GANESAMOORTHY,M,29,GEN,IND,118,0,118,240072,171337
228,Radhapuram,DURAISELVAN,M,42,GEN,IND,108,0,108,240072,171337
229,Kanniyakumari,AUSTIN. S,M,57,GEN,DMK,87867,1156,89023,279651,209924
229,Kanniyakumari,THALAVAI SUNDARAM. N,M,57,GEN,ADMK,82701,410,83111,279651,209924
229,Kanniyakumari,MEENA DEV. M,F,45,GEN,BJP,24454,184,24638,279651,209924
229,Kanniyakumari,AATHILINGA PERUMAL. D,M,44,GEN,DMDK,6875,39,6914,279651,209924
229,Kanniyakumari,BALASUBRAMANIAM. V,M,69,SC,NTK,1725,7,1732,279651,209924
229,Kanniyakumari,None of the Above,,,,NOTA,1557,13,1570,279651,209924
229,Kanniyakumari,HILMAN BRUCE EDWIN. S,M,51,GEN,PMK,706,6,712,279651,209924
229,Kanniyakumari,VETTIVELAYUTHAPERUMAL. P,M,56,GEN,IND,524,2,526,279651,209924
229,Kanniyakumari,SANKARARAMAMURTHY. P,M,39,ST,BSP,481,0,481,279651,209924
229,Kanniyakumari,SREETHARAN. R,M,38,GEN,IND,331,0,331,279651,209924
229,Kanniyakumari,KUMARESAN. T,M,50,GEN,IND,285,0,285,279651,209924
229,Kanniyakumari,MAKESH. N,M,39,GEN,IND,165,0,165,279651,209924
229,Kanniyakumari,RAGHUNATHAN. A,M,44,GEN,IND,125,0,125,279651,209924
229,Kanniyakumari,JOHNSON. D,M,43,GEN,IND,123,1,124,279651,209924
229,Kanniyakumari,RAJESH KANNAN. S,M,40,GEN,GMI,98,2,100,279651,209924
229,Kanniyakumari,BAVANI. V,F,55,SC,IND,87,0,87,279651,209924
230,Nagercoil,SURESH RAJAN N,M,53,GEN,DMK,66277,1092,67369,263633,173324
230,Nagercoil,GANDHI M.R,M,69,GEN,BJP,46023,390,46413,263633,173324
230,Nagercoil,NANJIL MURUGESAN. A,M,50,GEN,ADMK,45641,183,45824,263633,173324
230,Nagercoil,CHRISTIN RANI S,F,61,GEN,MDMK,5757,46,5803,263633,173324
230,Nagercoil,DHANAM P.M,F,29,GEN,NTK,1845,10,1855,263633,173324
230,Nagercoil,None of the Above,,,,NOTA,1794,8,1802,263633,173324
230,Nagercoil,DR. JACKSON M.S,M,41,GEN,DCLF,1404,7,1411,263633,173324
230,Nagercoil,RAJESH S.M,M,34,GEN,IND,647,2,649,263633,173324
230,Nagercoil,GEORGE M,M,39,GEN,PMK,526,1,527,263633,173324
230,Nagercoil,ANDRUZ A,M,37,GEN,BSP,216,0,216,263633,173324
230,Nagercoil,KANNAN M,M,30,GEN,CPIM,216,0,216,263633,173324
230,Nagercoil,MURUGESAN T,M,44,GEN,IND,202,0,202,263633,173324
230,Nagercoil,SATHESH S,M,32,GEN,IND,174,0,174,263633,173324
230,Nagercoil,KATHIRESAN R,M,63,GEN,GMI,153,1,154,263633,173324
230,Nagercoil,SUBI,M,25,GEN,FIP,146,1,147,263633,173324
230,Nagercoil,ESAKKIMUTHU,M,34,GEN,IND,131,0,131,263633,173324
230,Nagercoil,SURESH S,M,44,GEN,TAVK,129,1,130,263633,173324
230,Nagercoil,ANITHA SWEETY G,F,39,GEN,IND,125,0,125,263633,173324
230,Nagercoil,GANDHI L,M,50,GEN,IND,109,0,109,263633,173324
230,Nagercoil,NAGOOR MEERAN PEER MOHAMED. U,M,55,GEN,IND,67,0,67,263633,173324
231,Colachel,PRINCE  J.G.,M,59,GEN,INC,66085,1110,67195,262175,167205
231,Colachel,RAMESH P,M,50,GEN,BJP,40903,264,41167,262175,167205
231,Colachel,PATCHAIMAL K.T.,M,55,GEN,ADMK,38776,442,39218,262175,167205
231,Colachel,SAMBATHCHANDRA R.,M,67,GEN,MDMK,12821,88,12909,262175,167205
