Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
110,Coonoor,"SEKAR, M.",M,61,GEN,IND,390,0,390,188075,134870
110,Coonoor,"NARESH DESINGH, D.",M,49,GEN,IND,342,1,343,188075,134870
110,Coonoor,"ALBERT RAJKUMAR, A.",M,51,GEN,IND,234,1,235,188075,134870
110,Coonoor,"VALLI, H.",F,42,GEN,GMI,215,1,216,188075,134870
110,Coonoor,"MOHAMMED IBRAHIM, M.",M,41,GEN,YSP,107,1,108,188075,134870
111,Mettuppalayam,CHINNARAJ.O.K,M,62,GEN,ADMK,93298,297,93595,279110,210761
111,Mettuppalayam,SURENDRAN. S.,M,45,GEN,DMK,76431,1050,77481,279110,210761
111,Mettuppalayam,SHANMUGA SUNDARAM.T.R,M,54,GEN,TMC(M),13283,41,13324,279110,210761
111,Mettuppalayam,JAGANATHAN. P.,M,45,GEN,BJP,10975,61,11036,279110,210761
111,Mettuppalayam,None of the Above,,,,NOTA,3393,15,3408,279110,210761
111,Mettuppalayam,MOHAMMED RAFI. S,M,39,GEN,SDPI,2206,3,2209,279110,210761
111,Mettuppalayam,MOORTHI. K,M,46,GEN,PMK,1862,8,1870,279110,210761
111,Mettuppalayam,VELLINGIRI. K,M,54,GEN,KMDK,1593,11,1604,279110,210761
111,Mettuppalayam,ABDUL VAHAB. A,M,39,GEN,NTK,1505,4,1509,279110,210761
111,Mettuppalayam,VENKATESH. K,M,45,GEN,IND,1264,0,1264,279110,210761
111,Mettuppalayam,POONGUNDRAN M.K,M,39,GEN,IND,1144,1,1145,279110,210761
111,Mettuppalayam,NATARAJAN.P,M,42,GEN,CPI(ML)(L),622,0,622,279110,210761
111,Mettuppalayam,BHASKARAN. K.,M,40,SC,BSP,563,0,563,279110,210761
111,Mettuppalayam,BALADHANDAYUTHAM.R,M,27,GEN,IND,406,0,406,279110,210761
111,Mettuppalayam,SHANMUGASUNDRAM. P.S,M,49,GEN,IND,248,0,248,279110,210761
111,Mettuppalayam,DHARMARAJ. M,M,46,GEN,IND,206,2,208,279110,210761
111,Mettuppalayam,ARUMUGAM. P,M,40,SC,IND,153,0,153,279110,210761
111,Mettuppalayam,GANESHKUMAR. E,M,32,GEN,IND,115,1,116,279110,210761
112,Avanashi (SC),DHANAPAL P,M,64,SC,ADMK,93174,192,93366,249571,194062
112,Avanashi (SC),ANANDHAN E,M,47,SC,DMK,61888,804,62692,249571,194062
112,Avanashi (SC),ARUMUGAM M,M,63,SC,CPI,14948,68,15016,249571,194062
112,Avanashi (SC),PERUMAL C,M,59,SC,BJP,8062,19,8081,249571,194062
112,Avanashi (SC),PRAGATHEESWARAN B,M,29,SC,KMDK,4366,7,4373,249571,194062
112,Avanashi (SC),None of the Above,,,,NOTA,3516,18,3534,249571,194062
112,Avanashi (SC),SUMATHI P,F,31,SC,NTK,1504,10,1514,249571,194062
112,Avanashi (SC),MARIMUTHU K K,M,38,SC,PMK,1473,7,1480,249571,194062
112,Avanashi (SC),SAKTHIVEL M,M,43,SC,BSP,784,0,784,249571,194062
112,Avanashi (SC),RANGASAMY P,M,38,SC,SHS,671,0,671,249571,194062
112,Avanashi (SC),ARULMURUGAN  R,M,43,SC,IND,622,0,622,249571,194062
112,Avanashi (SC),VADIVEL R,M,28,SC,IND,540,1,541,249571,194062
112,Avanashi (SC),SUBIRAMANIAM K,M,57,SC,IDMMK,465,1,466,249571,194062
112,Avanashi (SC),CHINNASAMY R,M,36,SC,IND,442,0,442,249571,194062
112,Avanashi (SC),DURAIVEERAN S,M,30,SC,WPOI,242,0,242,249571,194062
112,Avanashi (SC),GNANATHILAK P,M,29,SC,TMMK,238,0,238,249571,194062
113,Tiruppur (North),VIJAYAKUMAR KN,M,59,GEN,ADMK,106607,110,106717,329853,219761
113,Tiruppur (North),SAMINATHAN M P,M,52,GEN,DMK,68535,408,68943,329853,219761
113,Tiruppur (North),SUBRAMANIAN M,M,59,GEN,CPI,20032,29,20061,329853,219761
113,Tiruppur (North),CHINNASAMY R,M,53,GEN,BJP,8382,15,8397,329853,219761
113,Tiruppur (North),RAVICHANDHARAN D,M,48,GEN,KMDK,3982,6,3988,329853,219761
113,Tiruppur (North),None of the Above,,,,NOTA,3441,6,3447,329853,219761
113,Tiruppur (North),SIVAKUMR P,M,42,GEN,NTK,2928,3,2931,329853,219761
113,Tiruppur (North),SUBRAMANIYAM  M,M,44,GEN,PMK,1745,5,1750,329853,219761
113,Tiruppur (North),MANIKANDAN S,M,32,GEN,IND,643,0,643,329853,219761
113,Tiruppur (North),KRISNAAMURTHI .A.S,M,38,GEN,GMI,595,2,597,329853,219761
113,Tiruppur (North),KARUPPAIAH R,M,28,GEN,EDP,507,0,507,329853,219761
113,Tiruppur (North),VIJAYAKUMAR K,M,37,GEN,IND,487,0,487,329853,219761
113,Tiruppur (North),SENTHILKUMAR R,M,41,GEN,IND,281,0,281,329853,219761
113,Tiruppur (North),NAGARAJAN A,M,36,SC,IND,248,0,248,329853,219761
113,Tiruppur (North),PRABAKARAN. D,M,29,GEN,IND,203,0,203,329853,219761
113,Tiruppur (North),SURESHBABU M,M,41,GEN,IND,193,0,193,329853,219761
113,Tiruppur (North),VENGADASAMY K,M,58,GEN,IND,144,0,144,329853,219761
113,Tiruppur (North),SUBRAMANI K,M,42,GEN,IND,113,0,113,329853,219761
113,Tiruppur (North),KUMAR R,M,44,GEN,IND,111,0,111,329853,219761
114,Tiruppur (South),GUNASEKARAN S,M,47,GEN,ADMK,73235,116,73351,247665,164166
114,Tiruppur (South),SELVARAJ K,M,59,GEN,DMK,57086,332,57418,247665,164166
114,Tiruppur (South),THANGAVEL. K,M,64,GEN,CPM,13560,37,13597,247665,164166
114,Tiruppur (South),POINT MANI N,M,51,GEN,BJP,7629,11,7640,247665,164166
114,Tiruppur (South),BASHEER AHAMED M,M,40,GEN,SDPI,2547,0,2547,247665,164166
114,Tiruppur (South),SHANMUGASUNDARAM K,M,43,GEN,NTK,2501,5,2506,247665,164166
114,Tiruppur (South),None of the Above,,,,NOTA,2439,6,2445,247665,164166
114,Tiruppur (South),VELUMANI K,M,38,GEN,KMDK,1161,5,1166,247665,164166
114,Tiruppur (South),SAYED MASNSOOR HUSAIN,M,50,GEN,PMK,1089,4,1093,247665,164166
114,Tiruppur (South),KALISWARAN S,M,38,GEN,NCP,327,0,327,247665,164166
114,Tiruppur (South),MOHAMED RAFIQ M,M,40,GEN,IND,320,0,320,247665,164166
114,Tiruppur (South),RAVIKUMAR M,M,40,GEN,IND,280,0,280,247665,164166
114,Tiruppur (South),IBRAHIM,M,41,GEN,WPOI,231,0,231,247665,164166
114,Tiruppur (South),RAMESH R,M,38,GEN,SHS,209,0,209,247665,164166
114,Tiruppur (South),HARIHARAN (A) HARIHARASUDAN M,M,27,GEN,GMI,208,0,208,247665,164166
114,Tiruppur (South),RAVI S,M,42,SC,BSP,201,0,201,247665,164166
114,Tiruppur (South),BASKAR L,M,45,GEN,IND,194,0,194,247665,164166
114,Tiruppur (South),KESAVAMURTHY N,M,33,GEN,IND,188,0,188,247665,164166
114,Tiruppur (South),MOHAMED  GOWAS M,M,42,GEN,IND,135,0,135,247665,164166
114,Tiruppur (South),SATHYAMOORTHY A,M,46,GEN,IND,110,0,110,247665,164166
115,Palladam,NATARAJAN. A,M,61,GEN,ADMK,111731,135,111866,331995,237966
115,Palladam,KRISHNAMOORTHY. S,M,48,GEN,DMK,79177,515,79692,331995,237966
115,Palladam,MUTHURATHINAM. K,M,45,GEN,MDMK,14809,32,14841,331995,237966
115,Palladam,THANGARAJ. S,M,36,GEN,BJP,13102,25,13127,331995,237966
115,Palladam,RAJENDRAN. C,M,42,GEN,KMDK,6562,10,6572,331995,237966
115,Palladam,None of the Above,,,,NOTA,3895,9,3904,331995,237966
115,Palladam,VELUSAMY. T,M,49,GEN,NTK,2903,8,2911,331995,237966
115,Palladam,KUMAR. S,M,41,GEN,PMK,2290,2,2292,331995,237966
115,Palladam,NATARAJ.G,M,45,GEN,IND,1545,2,1547,331995,237966
115,Palladam,PARAMESWARAN.K,M,50,GEN,IND,579,0,579,331995,237966
115,Palladam,SUDALAIMANI.M,M,42,GEN,GMI,222,0,222,331995,237966
115,Palladam,SATHISH KUMAR. L,M,41,GEN,SP,212,0,212,331995,237966
115,Palladam,CHINNAN. G,M,63,SC,GPI,201,0,201,331995,237966
116,Sulur,"KANAGARAJ, R.",M,64,GEN,ADMK,100738,239,100977,281890,213121
116,Sulur,"MANOHARAN, V.M.C.",M,52,GEN,INC,63582,764,64346,281890,213121
116,Sulur,"MANDHARASALAM, S.D.",M,49,GEN,BJP,13460,57,13517,281890,213121
116,Sulur,"THINAKARAN, K.",M,38,GEN,DMDK,13042,64,13106,281890,213121
116,Sulur,"PREMIER SELVAM @ KALICHAMY, M.",M,47,GEN,KMDK,9650,22,9672,281890,213121
116,Sulur,None of the Above,,,,NOTA,3667,21,3688,281890,213121
116,Sulur,"VIJAYARAGAVAN, M.V.",M,31,GEN,NTK,2860,13,2873,281890,213121
116,Sulur,"GANESAN, P.K.",M,57,GEN,PMK,1683,4,1687,281890,213121
116,Sulur,"ABDUL HAKKEM, P.",M,59,GEN,BSP,978,0,978,281890,213121
116,Sulur,LAKSHMANAN. G,M,45,GEN,IND,813,0,813,281890,213121
116,Sulur,KAVITHAKARTHIKEYAN,F,34,GEN,IND,684,0,684,281890,213121
116,Sulur,SINGAM SETHU,M,37,GEN,AIFB,510,1,511,281890,213121
116,Sulur,PON MANOHARAN,M,35,GEN,SP,269,0,269,281890,213121
117,Kavundampalayam,"ARUKUTTY, V.C.",M,59,GEN,ADMK,110548,322,110870,410090,272400
117,Kavundampalayam,"PAYYA GOUNDER @ KRISHNAN, R.",M,59,GEN,DMK,101785,1060,102845,410090,272400
117,Kavundampalayam,"NANDAKUMAR, R.",M,44,GEN,BJP,22336,108,22444,410090,272400
117,Kavundampalayam,"RAMAMURTHY, V.",M,50,GEN,CPM,16803,71,16874,410090,272400
117,Kavundampalayam,None of the Above,,,,NOTA,5258,16,5274,410090,272400
117,Kavundampalayam,"KOUSALYA, P.",F,42,GEN,NTK,3717,18,3735,410090,272400
117,Kavundampalayam,"THANGAVELU, A.",M,44,GEN,PMK,2523,10,2533,410090,272400
117,Kavundampalayam,"KULANDAIVELU, K.S.",M,51,GEN,KMDK,2511,10,2521,410090,272400
117,Kavundampalayam,"ARUNA, D.",F,48,GEN,IND,1044,1,1045,410090,272400
117,Kavundampalayam,"VELMURUGAN, M.S.",M,49,SC,CPI(ML)(L),1004,0,1004,410090,272400
117,Kavundampalayam,"MARI, V.",M,39,GEN,IND,576,0,576,410090,272400
117,Kavundampalayam,"THIRUMALAIRAJAN, S.",M,69,GEN,GMI,442,4,446,410090,272400
117,Kavundampalayam,"KALA, M.",F,46,SC,BSP,391,0,391,410090,272400
117,Kavundampalayam,"MAHENDRA BHARATHI, P.",M,35,SC,WPOI,319,1,320,410090,272400
117,Kavundampalayam,"VEERABATHIRAN, K.",M,45,GEN,AIFB,304,1,305,410090,272400
117,Kavundampalayam,"KRISHNAN, M.",M,62,SC,IND,197,0,197,410090,272400
117,Kavundampalayam,"BALAKUMAR, R.",M,48,GEN,VBMP,191,0,191,410090,272400
117,Kavundampalayam,"VELUSWAMY, V.",M,50,GEN,IND,188,1,189,410090,272400
117,Kavundampalayam,"RAJESH KUMAR, B.",M,40,GEN,NCP,181,1,182,410090,272400
117,Kavundampalayam,"SHANMUGAM, K.",M,51,GEN,UMK,165,0,165,410090,272400
117,Kavundampalayam,"MAHESHWARAN, G.",M,30,SC,PPIS,149,0,149,410090,272400
117,Kavundampalayam,"SEVAL, S.",F,53,GEN,IND,144,0,144,410090,272400
118,Coimbatore (North),"ARUN KUMAR, P.R.G.",M,54,GEN,ADMK,77301,239,77540,304374,188882
118,Coimbatore (North),S.MEENALOGU,F,42,GEN,DMK,69049,767,69816,304374,188882
118,Coimbatore (North),KANNAN ALIAS S.DEVARAJ,M,46,GEN,BJP,16693,48,16741,304374,188882
118,Coimbatore (North),"S.M.@ MURUGAN, P.",M,54,GEN,DMDK,12110,43,12153,304374,188882
118,Coimbatore (North),None of the Above,,,,NOTA,4559,15,4574,304374,188882
118,Coimbatore (North),"BALENDRAN, C.B.",M,49,GEN,NTK,3099,15,3114,304374,188882
118,Coimbatore (North),KAMARAJ NATESAN,M,43,GEN,PMK,2183,13,2196,304374,188882
118,Coimbatore (North),SANGANOOR PREMKUMAR,M,35,GEN,KMDK,1033,3,1036,304374,188882
118,Coimbatore (North),"NARAYANAMOORTHY,(PROFESSOR DR),S.",M,47,GEN,IND,397,0,397,304374,188882
118,Coimbatore (North),"ANTONY LOUIS, S.",M,53,GEN,IND,331,0,331,304374,188882
118,Coimbatore (North),"DENNIS  KOVIL PILLAI, E.",M,55,GEN,GMI,301,2,303,304374,188882
118,Coimbatore (North),"MANIMARAN, A.",M,45,GEN,IND,247,2,249,304374,188882
118,Coimbatore (North),"SATHEESH KUMAR, R.",M,40,GEN,IND,131,0,131,304374,188882
118,Coimbatore (North),"VIJAYAKUMAR, D.",M,38,SC,RPI(A),130,0,130,304374,188882
118,Coimbatore (North),"MARUTHACHALAM, V.",M,41,GEN,VBMP,92,0,92,304374,188882
118,Coimbatore (North),"PUSHPANANTHAM, V.",M,47,SC,PPIS,79,0,79,304374,188882
119,Thondamuthur,"VELUMANI,S.P.",M,46,GEN,ADMK,109132,387,109519,297360,199100
119,Thondamuthur,"KOVAI SYED @ SYED MOHAMMED,M.A.",M,47,GEN,MAMAK,45084,394,45478,297360,199100
119,Thondamuthur,"KARUMUTHU THIYAGARAJAN,M.",M,56,GEN,BJP,18978,65,19043,297360,199100
119,Thondamuthur,"THIYAGARAJAN,K.",M,47,GEN,DMDK,7928,40,7968,297360,199100
119,Thondamuthur,"ANSHAR SHERIFF,A.",M,57,GEN,SDPI,3633,10,3643,297360,199100
119,Thondamuthur,None of the Above,,,,NOTA,3221,27,3248,297360,199100
119,Thondamuthur,"VAIRAVEL,S.R.",M,38,GEN,KMDK,2993,12,3005,297360,199100
119,Thondamuthur,"ANANDHARAJ,R.",M,33,GEN,NTK,2394,14,2408,297360,199100
119,Thondamuthur,VIDIYAL JAGANATHAN.,M,42,GEN,PMK,1306,9,1315,297360,199100
119,Thondamuthur,"SYED MOHAMMED,S.I.",M,52,GEN,IND,557,4,561,297360,199100
119,Thondamuthur,"BALATHANDAPANI,S.",M,49,GEN,WPOI,499,2,501,297360,199100
119,Thondamuthur,"SATHISH MALLAR,N.",M,36,SC,TMMK,467,5,472,297360,199100
119,Thondamuthur,"SAMPATHKUMAR,V.",M,46,GEN,IND,437,2,439,297360,199100
119,Thondamuthur,ANSARI @ MOHAMMED ANSARI,M,48,GEN,IND,431,0,431,297360,199100
119,Thondamuthur,"MUTHUKUMAR,M.",M,35,GEN,SHS,409,0,409,297360,199100
119,Thondamuthur,"PIRAMA NAYAGAM, U.",M,31,GEN,GMI,261,0,261,297360,199100
119,Thondamuthur,"RAMASAMY,K.",M,66,GEN,IND,226,1,227,297360,199100
119,Thondamuthur,"PANNEER SELVAM,(DR).M.",M,59,GEN,IND,171,1,172,297360,199100
120,Coimbatore (South),"ARJUNAN @ AMMAN ARJUNAN,K.",M,58,GEN,ADMK,59182,606,59788,245307,153533
120,Coimbatore (South),"MAYURA JAYAKUMAR,S.",M,42,GEN,INC,41642,727,42369,245307,153533
120,Coimbatore (South),VANATHI SRINIVASAN,F,45,GEN,BJP,32885,228,33113,245307,153533
120,Coimbatore (South),"PADMANABHAN,C.",M,56,GEN,CPM,7159,89,7248,245307,153533
120,Coimbatore (South),None of the Above,,,,NOTA,3292,39,3331,245307,153533
120,Coimbatore (South),"BENJAMIN FRANKLIN,P.",M,33,GEN,NTK,2471,20,2491,245307,153533
120,Coimbatore (South),"ABUTHAHIR,V.M",M,38,GEN,SDPI,1735,6,1741,245307,153533
120,Coimbatore (South),"PALANYCHAMY,KI.",M,53,GEN,PMK,1102,9,1111,245307,153533
120,Coimbatore (South),"DURAISAMY,N.",M,58,GEN,IND,410,0,410,245307,153533
120,Coimbatore (South),"THIRUMURUGAN,D.",M,37,SC,IND,407,2,409,245307,153533
120,Coimbatore (South),"SHEEBA,K.",F,38,GEN,BSP,251,2,253,245307,153533
120,Coimbatore (South),VADIVEL,M,43,GEN,KMDK,248,1,249,245307,153533
120,Coimbatore (South),"ROSHAN,S.S.S.",M,38,SC,WPOI,185,3,188,245307,153533
120,Coimbatore (South),KRISHNAKUMAR.R,M,48,GEN,SHS,187,1,188,245307,153533
120,Coimbatore (South),"BABU,K.B.",M,63,GEN,NCP,183,0,183,245307,153533
120,Coimbatore (South),JEEVALATHA.A,F,39,SC,TMMK,162,2,164,245307,153533
120,Coimbatore (South),"ABDUL SALAM,A.",M,46,GEN,IND,97,1,98,245307,153533
120,Coimbatore (South),"MOHANRAJ,K.",M,48,SC,IND,79,0,79,245307,153533
120,Coimbatore (South),"KUMAR,S.",M,39,GEN,IND,62,0,62,245307,153533
120,Coimbatore (South),"MUTHUKUMAR,B.",M,32,GEN,IND,58,0,58,245307,153533
121,Singanallur,"KARTHIK, N.",M,52,GEN,DMK,74402,1057,75459,304833,188531
121,Singanallur,"SINGAI MUTHU, N.",M,67,GEN,ADMK,70018,261,70279,304833,188531
121,Singanallur,"NANDAKUMAR, C.R.",M,46,GEN,BJP,16537,68,16605,304833,188531
121,Singanallur,"ARJUNARAJ, A.",M,66,GEN,MDMK,10987,48,11035,304833,188531
121,Singanallur,"KALYANASUNDARAM, S.",M,32,GEN,NTK,4325,29,4354,304833,188531
121,Singanallur,None of the Above,,,,NOTA,3717,15,3732,304833,188531
121,Singanallur,"ASHOK JAYENDAR, P.",M,27,GEN,PMK,2859,6,2865,304833,188531
121,Singanallur,"KARTHIKEYAN, N.",M,45,GEN,KMDK,1104,3,1107,304833,188531
121,Singanallur,"SHAJAHAN, S.M.",M,42,GEN,WPOI,528,1,529,304833,188531
121,Singanallur,"VELLIMALAI, S",M,40,GEN,IND,527,1,528,304833,188531
121,Singanallur,"KARTHIK, P.",M,30,SC,IND,354,0,354,304833,188531
121,Singanallur,"KRISHNASAMY, P.",M,49,SC,BSP,338,2,340,304833,188531
121,Singanallur,"RAGHUL GANDHI, K.",M,27,GEN,IND,332,0,332,304833,188531
121,Singanallur,"SARGUNAM, K.",M,67,GEN,GMI,299,7,306,304833,188531
121,Singanallur,"ELANGOVAN, K",M,37,GEN,IND,278,0,278,304833,188531
121,Singanallur,"MANUPRASATH, M.",M,25,SC,TMMK,160,2,162,304833,188531
121,Singanallur,"MANIAN, R.",M,41,GEN,UMK,147,1,148,304833,188531
121,Singanallur,"PARTHIBAN, D.",M,36,GEN,IND,118,0,118,304833,188531
122,Kinathukadavu,"SHANMUGAM, A.",M,55,GEN,ADMK,88774,268,89042,297116,207989
122,Kinathukadavu,KURICHI PRABHAKARAN,M,41,GEN,DMK,86837,873,87710,297116,207989
122,Kinathukadavu,"MUTHURAMALINGAM, V.",M,42,GEN,BJP,11313,41,11354,297116,207989
122,Kinathukadavu,"ESWARAN, V.",M,46,GEN,MDMK,8336,51,8387,297116,207989
122,Kinathukadavu,None of the Above,,,,NOTA,3868,16,3884,297116,207989
122,Kinathukadavu,"SELVAKUMAR, U.",M,34,GEN,NTK,1936,10,1946,297116,207989
122,Kinathukadavu,"SELVAKUMAR, S.",M,48,GEN,KMDK,1860,3,1863,297116,207989
122,Kinathukadavu,"ABDUL KAREEM, M.",M,51,GEN,SDPI,1365,2,1367,297116,207989
122,Kinathukadavu,"CHINNASAMI, R.",M,63,GEN,PMK,1258,7,1265,297116,207989
122,Kinathukadavu,"MANIMEGALAI, V.",F,30,SC,IND,596,0,596,297116,207989
122,Kinathukadavu,"PANNERSELVAM, N.",M,33,SC,WPOI,284,2,286,297116,207989
122,Kinathukadavu,"SENTHILKUMAR, R.",M,41,GEN,IND,163,1,164,297116,207989
122,Kinathukadavu,"SAJITHKUMAR, D.",M,47,GEN,IND,125,0,125,297116,207989
123,Pollachi,POLLACHI V JAYARAMAN,M,62,GEN,ADMK,78353,200,78553,217007,168616
123,Pollachi,"TAMILMANI, R.",M,50,GEN,DMK,64505,680,65185,217007,168616
123,Pollachi,"NITHYANANDHAN, K.",M,44,GEN,KMDK,7685,37,7722,217007,168616
123,Pollachi,"SIVAKUMAR, R.",M,44,GEN,BJP,5342,21,5363,217007,168616
123,Pollachi,"MUTHUKUMAR, S.",M,46,GEN,DMDK,4879,14,4893,217007,168616
123,Pollachi,None of the Above,,,,NOTA,2245,9,2254,217007,168616
123,Pollachi,"UMAMAHESWARI, K.",F,44,GEN,NTK,1362,7,1369,217007,168616
123,Pollachi,"TAMILMANI, K.",M,26,SC,IND,807,0,807,217007,168616
123,Pollachi,"KANNAPPAN, V.S.",M,63,GEN,PMK,744,3,747,217007,168616
123,Pollachi,"MANICKAVEL, R.",M,45,GEN,IND,430,0,430,217007,168616
123,Pollachi,"KALAIVANAN, V.",M,32,SC,BSP,308,0,308,217007,168616
123,Pollachi,"SELLIMUTHU, N.",M,52,GEN,IND,236,0,236,217007,168616
123,Pollachi,"SELVAKUMAR, N.",M,46,GEN,IND,228,0,228,217007,168616
123,Pollachi,"MUTHUKUMAR, C.",M,42,GEN,IND,216,0,216,217007,168616
123,Pollachi,"VIVEK, S.",M,25,GEN,TMMK,179,0,179,217007,168616
123,Pollachi,"SRINIVASAN, K.",M,33,GEN,IND,126,0,126,217007,168616
124,Valparai,"KASTHURI VASU, V.",F,57,SC,ADMK,69873,107,69980,196795,143743
124,Valparai,"PAULPANDI, T.",M,45,SC,DMK,61137,599,61736,196795,143743
124,Valparai,"MANIBHARATHI, P.",M,51,SC,CPI,3482,12,3494,196795,143743
124,Valparai,"MURUGESAN, P.",M,45,SC,BJP,2558,7,2565,196795,143743
124,Valparai,None of the Above,,,,NOTA,2199,7,2206,196795,143743
124,Valparai,"ANBAZHAGAN, K.V.",M,49,SC,KMDK,1283,1,1284,196795,143743
124,Valparai,"SARALADEVI, M.",F,34,SC,NTK,1009,10,1019,196795,143743
124,Valparai,"SELVARAJ, T.",M,32,SC,IND,642,0,642,196795,143743
124,Valparai,"SINGARAVEL, U.",M,39,SC,PMK,577,3,580,196795,143743
124,Valparai,"MANIMARAN, K.V.",M,43,SC,WPOI,237,0,237,196795,143743
125,Udumalaipettai,RADHAKRISHNAN. K,M,50,GEN,ADMK,81580,237,81817,248679,182917
125,Udumalaipettai,MUTHU. MU. KA,M,50,GEN,DMK,75244,886,76130,248679,182917
125,Udumalaipettai,KANDHASAMY. U.K.P.N,M,57,GEN,BJP,7275,64,7339,248679,182917
125,Udumalaipettai,GANESHKUMAR.S,M,54,GEN,DMDK,7054,36,7090,248679,182917
125,Udumalaipettai,RAGUPATHI RAGHAVAN. C,M,52,GEN,KMDK,3546,16,3562,248679,182917
125,Udumalaipettai,None of the Above,,,,NOTA,3288,18,3306,248679,182917
125,Udumalaipettai,DURAISAMY.P,M,47,GEN,PMK,1960,15,1975,248679,182917
125,Udumalaipettai,VELUSAMY.P,M,41,SC,BSP,819,3,822,248679,182917
125,Udumalaipettai,PRABHU.D,M,28,SC,IND,445,0,445,248679,182917
125,Udumalaipettai,AMSAVENI.R,F,38,SC,IND,431,0,431,248679,182917
126,Madathukulam,JAYARAMAKRISHNAN R,M,49,GEN,DMK,75959,660,76619,225451,171544
126,Madathukulam,MANOHARAN K,M,62,GEN,ADMK,74789,163,74952,225451,171544
126,Madathukulam,MAHESWARI A S,F,54,GEN,TMC(M),6191,17,6208,225451,171544
126,Madathukulam,MUTHUKUMAR A,M,32,GEN,BJP,2607,12,2619,225451,171544
126,Madathukulam,RAVICHANDRAN A,M,51,GEN,PMK,2428,15,2443,225451,171544
126,Madathukulam,None of the Above,,,,NOTA,2145,2,2147,225451,171544
126,Madathukulam,KUMARAGURUBARAN,M,43,GEN,KMDK,1566,7,1573,225451,171544
126,Madathukulam,MANOHARAN S,M,49,GEN,IND,1449,1,1450,225451,171544
126,Madathukulam,RAVISHANKAR C,M,26,GEN,NTK,972,8,980,225451,171544
126,Madathukulam,ALAVUDEEN S,M,34,GEN,BSP,782,1,783,225451,171544
126,Madathukulam,VEERAMANICKAM S,M,54,SC,IND,568,1,569,225451,171544
126,Madathukulam,MANOHARAN D,M,52,GEN,IND,399,0,399,225451,171544
126,Madathukulam,ARUNACHALAM N,M,40,SC,IND,299,0,299,225451,171544
126,Madathukulam,NARAYANAN T,M,45,SC,TMMK,268,2,270,225451,171544
126,Madathukulam,SURESH PANDIAN S,M,27,GEN,SMK,233,0,233,225451,171544
127,Palani,SENTHILKUMAR I P,M,37,GEN,DMK,98970,1075,100045,257151,197474
127,Palani,KUMARASAMY P,M,68,GEN,ADMK,74151,308,74459,257151,197474
127,Palani,RAJAMANICKAM V,M,56,GEN,CPM,9584,103,9687,257151,197474
127,Palani,KANAGARAJ N,M,36,GEN,BJP,4060,32,4092,257151,197474
127,Palani,None of the Above,,,,NOTA,1436,24,1460,257151,197474
127,Palani,KYZER A,M,38,GEN,SDPI,1366,4,1370,257151,197474
127,Palani,VINOTH RAJASEKARAN G,M,28,GEN,NTK,871,5,876,257151,197474
127,Palani,SIVAKUMAR T,M,29,GEN,IND,594,0,594,257151,197474
127,Palani,NAGENDRAN P,M,50,SC,BSP,584,3,587,257151,197474
127,Palani,MADURAI VEERAN K A,M,61,GEN,IND,580,0,580,257151,197474
127,Palani,MAHESWARAN P,M,46,GEN,IND,572,0,572,257151,197474
127,Palani,NAGARAJAN B,M,46,GEN,PMK,488,2,490,257151,197474
127,Palani,CHINNARAJ A,M,63,GEN,IND,444,1,445,257151,197474
127,Palani,MOHAMED JABBAR M,M,45,GEN,IND,348,0,348,257151,197474
127,Palani,SICKANDER K,M,26,GEN,IND,345,0,345,257151,197474
127,Palani,SIRAJDEEN N,M,26,GEN,IND,343,0,343,257151,197474
127,Palani,KRISHNAMOORTHI R,M,46,GEN,KMDK,222,2,224,257151,197474
127,Palani,KUMARESAN S,M,31,GEN,IND,192,0,192,257151,197474
127,Palani,SUNDARAM C,M,48,GEN,IND,184,0,184,257151,197474
127,Palani,MANOHARAN K,M,44,GEN,IND,152,0,152,257151,197474
127,Palani,RAVI PAUL G,M,49,GEN,ICF,124,0,124,257151,197474
127,Palani,THANGAPANDIYAN R,M,45,SC,IND,107,0,107,257151,197474
127,Palani,KAJA A,M,40,GEN,IND,102,1,103,257151,197474
127,Palani,MUTHU KARUPPANAN M,M,62,GEN,IND,95,0,95,257151,197474
128,Oddanchatram,SAKKARAPANI R,M,55,GEN,DMK,120681,1034,121715,223074,189414
128,Oddanchatram,KITTUSAMY K,M,59,GEN,ADMK,55755,233,55988,223074,189414
128,Oddanchatram,SANTHANAM K,M,51,GEN,CPI,3646,38,3684,223074,189414
128,Oddanchatram,PALANISAMY S.K,M,49,GEN,BJP,1894,15,1909,223074,189414
128,Oddanchatram,None of the Above,,,,NOTA,1268,6,1274,223074,189414
128,Oddanchatram,MUTHUKUMAR K,M,41,GEN,IND,1050,0,1050,223074,189414
128,Oddanchatram,ARUMUGAM M,M,49,GEN,NCP,701,0,701,223074,189414
128,Oddanchatram,SELVAKUMAR K,M,36,GEN,NTK,603,8,611,223074,189414
128,Oddanchatram,VELLIYANGIRI S,M,48,GEN,IND,447,0,447,223074,189414
128,Oddanchatram,MARIMUTHU T S,M,35,GEN,IND,435,0,435,223074,189414
128,Oddanchatram,MOHAMED NAINER M,M,29,GEN,IND,420,0,420,223074,189414
128,Oddanchatram,ARULANANTHAN P,M,42,GEN,KMDK,368,8,376,223074,189414
