STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Gujarat,14,Deodar,3 Bhemabhai Ragnathbhai Chaudhary,MALE,49,GENERAL,AAAP,Broom,4863,202,5065,2.63,253414
Gujarat,14,Deodar,4 Nota,,,,NOTA,NOTA,3065,6,3071,1.59,253414
Gujarat,14,Deodar,5 Mansungbhai Mashrubhai Parmar,MALE,33,SC,BSP,Elephant,2463,3,2466,1.28,253414
Gujarat,14,Deodar,6 Nayansinh Narsinhbhai Padhar,MALE,40,GENERAL,PRJVJP,Truck,2149,20,2169,1.13,253414
TURN OUT,,,,,,TOTAL:,,,191107,1496,192603,76,
Gujarat,15,Kankrej,1 Amrutji Motiji Thakor,MALE,50,GENERAL,INC,Hand,96137,487,96624,47.81,291577
Gujarat,15,Kankrej,2 Vaghela Kirtisinh Prabhatsinh,MALE,53,GENERAL,BJP,Lotus,90788,541,91329,45.19,291577
Gujarat,15,Kankrej,3 Mukeshkumar Somalal Thakkar,MALE,49,GENERAL,AAAP,Broom,4965,96,5061,2.5,291577
Gujarat,15,Kankrej,4 Nota,,,,NOTA,NOTA,3805,6,3811,1.89,291577
Gujarat,15,Kankrej,5 Maheshbhai Vershibhai Makvana,MALE,35,SC,BSP,Elephant,2136,3,2139,1.06,291577
Gujarat,15,Kankrej,6 Chaudhari Babubhai Mahdevbhai,MALE,38,GENERAL,IND,Ganna kisan,1240,2,1242,0.61,291577
Gujarat,15,Kankrej,7 Thakor Gandaji Manaji,MALE,50,GENERAL,IND,Batsman,1050,1,1051,0.52,291577
Gujarat,15,Kankrej,8 Rathod Mavji Bhemaji,MALE,54,GENERAL,JSDP,Tyres,829,2,831,0.41,291577
TURN OUT,,,,,,TOTAL:,,,200950,1138,202088,69.31,
Gujarat,16,Radhanpur,1 Lavingji Muljiji Solanki,MALE,67,GENERAL,BJP,Lotus,103925,587,104512,52.7,302907
Gujarat,16,Radhanpur,2 Raghubhai Merajbhai Desai,MALE,56,GENERAL,INC,Hand,81405,640,82045,41.37,302907
Gujarat,16,Radhanpur,3 Nota,,,,NOTA,NOTA,3561,10,3571,1.8,302907
Gujarat,16,Radhanpur,4 Thakor Lalabhai Raghubhai,MALE,35,GENERAL,AAAP,Broom,2560,79,2639,1.33,302907
Gujarat,16,Radhanpur,5 Sadhu Mayaram Karsandas,MALE,53,GENERAL,IND,Ganna kisan,1559,0,1559,0.79,302907
Gujarat,16,Radhanpur,6 Sadhu Devendarkumar Sitaramdas,MALE,38,GENERAL,GNNS,Bat,1150,2,1152,0.58,302907
Gujarat,16,Radhanpur,7 Thakor Versiji Dhamaji,MALE,72,GENERAL,IND,Auto- rickshaw,783,2,785,0.4,302907
Gujarat,16,Radhanpur,8 Patel Pankajkumar Atmaram,MALE,59,GENERAL,IND,Football,669,2,671,0.34,302907
Gujarat,16,Radhanpur,9 Tanna Girdharibhai Chunilal,MALE,47,GENERAL,IND,Truck,453,0,453,0.23,302907
Gujarat,16,Radhanpur,10 Dolsangji D Thakor,MALE,54,GENERAL,JSDP,Tyres,348,0,348,0.18,302907
Gujarat,16,Radhanpur,11 Kishan Kalubhai Thakor,MALE,26,GENERAL,IND,Apple,300,1,301,0.15,302907
Gujarat,16,Radhanpur,12 Raval Bhurabhai Motibhai,MALE,63,GENERAL,SP,Bicycle,272,0,272,0.14,302907
TURN OUT,,,,,,TOTAL:,,,196985,1323,198308,65.47,
